group	colour	x	y	showSelected1	showSelected2
46	#F8766D	2007	56.735	Gabon	Africa
47	#F8766D	1952	30	Gambia	Africa
47	#F8766D	1957	32.065	Gambia	Africa
47	#F8766D	1962	33.896	Gambia	Africa
47	#F8766D	1967	35.857	Gambia	Africa
47	#F8766D	1972	38.308	Gambia	Africa
47	#F8766D	1977	41.842	Gambia	Africa
47	#F8766D	1982	45.58	Gambia	Africa
47	#F8766D	1987	49.265	Gambia	Africa
47	#F8766D	1992	52.644	Gambia	Africa
47	#F8766D	1997	55.861	Gambia	Africa
47	#F8766D	2002	58.041	Gambia	Africa
47	#F8766D	2007	59.448	Gambia	Africa
48	#00B0F6	1952	67.5	Germany	Europe
48	#00B0F6	1957	69.1	Germany	Europe
48	#00B0F6	1962	70.3	Germany	Europe
48	#00B0F6	1967	70.8	Germany	Europe
48	#00B0F6	1972	71	Germany	Europe
48	#00B0F6	1977	72.5	Germany	Europe
48	#00B0F6	1982	73.8	Germany	Europe
48	#00B0F6	1987	74.847	Germany	Europe
48	#00B0F6	1992	76.07	Germany	Europe
48	#00B0F6	1997	77.34	Germany	Europe
48	#00B0F6	2002	78.67	Germany	Europe
48	#00B0F6	2007	79.406	Germany	Europe
49	#F8766D	1952	43.149	Ghana	Africa
49	#F8766D	1957	44.779	Ghana	Africa
49	#F8766D	1962	46.452	Ghana	Africa
49	#F8766D	1967	48.072	Ghana	Africa
49	#F8766D	1972	49.875	Ghana	Africa
49	#F8766D	1977	51.756	Ghana	Africa
49	#F8766D	1982	53.744	Ghana	Africa
49	#F8766D	1987	55.729	Ghana	Africa
49	#F8766D	1992	57.501	Ghana	Africa
49	#F8766D	1997	58.556	Ghana	Africa
49	#F8766D	2002	58.453	Ghana	Africa
49	#F8766D	2007	60.022	Ghana	Africa
50	#00B0F6	1952	65.86	Greece	Europe
50	#00B0F6	1957	67.86	Greece	Europe
50	#00B0F6	1962	69.51	Greece	Europe
50	#00B0F6	1967	71	Greece	Europe
50	#00B0F6	1972	72.34	Greece	Europe
50	#00B0F6	1977	73.68	Greece	Europe
50	#00B0F6	1982	75.24	Greece	Europe
50	#00B0F6	1987	76.67	Greece	Europe
50	#00B0F6	1992	77.03	Greece	Europe
50	#00B0F6	1997	77.869	Greece	Europe
50	#00B0F6	2002	78.256	Greece	Europe
50	#00B0F6	2007	79.483	Greece	Europe
51	#A3A500	1952	42.023	Guatemala	Americas
51	#A3A500	1957	44.142	Guatemala	Americas
51	#A3A500	1962	46.954	Guatemala	Americas
51	#A3A500	1967	50.016	Guatemala	Americas
51	#A3A500	1972	53.738	Guatemala	Americas
51	#A3A500	1977	56.029	Guatemala	Americas
51	#A3A500	1982	58.137	Guatemala	Americas
51	#A3A500	1987	60.782	Guatemala	Americas
51	#A3A500	1992	63.373	Guatemala	Americas
51	#A3A500	1997	66.322	Guatemala	Americas
51	#A3A500	2002	68.978	Guatemala	Americas
51	#A3A500	2007	70.259	Guatemala	Americas
52	#F8766D	1952	33.609	Guinea	Africa
52	#F8766D	1957	34.558	Guinea	Africa
52	#F8766D	1962	35.753	Guinea	Africa
52	#F8766D	1967	37.197	Guinea	Africa
52	#F8766D	1972	38.842	Guinea	Africa
52	#F8766D	1977	40.762	Guinea	Africa
52	#F8766D	1982	42.891	Guinea	Africa
52	#F8766D	1987	45.552	Guinea	Africa
52	#F8766D	1992	48.576	Guinea	Africa
52	#F8766D	1997	51.455	Guinea	Africa
52	#F8766D	2002	53.676	Guinea	Africa
52	#F8766D	2007	56.007	Guinea	Africa
53	#F8766D	1952	32.5	Guinea-Bissau	Africa
53	#F8766D	1957	33.489	Guinea-Bissau	Africa
53	#F8766D	1962	34.488	Guinea-Bissau	Africa
53	#F8766D	1967	35.492	Guinea-Bissau	Africa
53	#F8766D	1972	36.486	Guinea-Bissau	Africa
53	#F8766D	1977	37.465	Guinea-Bissau	Africa
53	#F8766D	1982	39.327	Guinea-Bissau	Africa
53	#F8766D	1987	41.245	Guinea-Bissau	Africa
53	#F8766D	1992	43.266	Guinea-Bissau	Africa
53	#F8766D	1997	44.873	Guinea-Bissau	Africa
53	#F8766D	2002	45.504	Guinea-Bissau	Africa
53	#F8766D	2007	46.388	Guinea-Bissau	Africa
54	#A3A500	1952	37.579	Haiti	Americas
54	#A3A500	1957	40.696	Haiti	Americas
54	#A3A500	1962	43.59	Haiti	Americas
54	#A3A500	1967	46.243	Haiti	Americas
54	#A3A500	1972	48.042	Haiti	Americas
54	#A3A500	1977	49.923	Haiti	Americas
54	#A3A500	1982	51.461	Haiti	Americas
54	#A3A500	1987	53.636	Haiti	Americas
54	#A3A500	1992	55.089	Haiti	Americas
54	#A3A500	1997	56.671	Haiti	Americas
54	#A3A500	2002	58.137	Haiti	Americas
54	#A3A500	2007	60.916	Haiti	Americas
55	#A3A500	1952	41.912	Honduras	Americas
55	#A3A500	1957	44.665	Honduras	Americas
55	#A3A500	1962	48.041	Honduras	Americas
55	#A3A500	1967	50.924	Honduras	Americas
55	#A3A500	1972	53.884	Honduras	Americas
55	#A3A500	1977	57.402	Honduras	Americas
55	#A3A500	1982	60.909	Honduras	Americas
55	#A3A500	1987	64.492	Honduras	Americas
55	#A3A500	1992	66.399	Honduras	Americas
55	#A3A500	1997	67.659	Honduras	Americas
55	#A3A500	2002	68.565	Honduras	Americas
55	#A3A500	2007	70.198	Honduras	Americas
56	#00BF7D	1952	60.96	Hong Kong, China	Asia
56	#00BF7D	1957	64.75	Hong Kong, China	Asia
56	#00BF7D	1962	67.65	Hong Kong, China	Asia
56	#00BF7D	1967	70	Hong Kong, China	Asia
56	#00BF7D	1972	72	Hong Kong, China	Asia
56	#00BF7D	1977	73.6	Hong Kong, China	Asia
56	#00BF7D	1982	75.45	Hong Kong, China	Asia
56	#00BF7D	1987	76.2	Hong Kong, China	Asia
56	#00BF7D	1992	77.601	Hong Kong, China	Asia
56	#00BF7D	1997	80	Hong Kong, China	Asia
56	#00BF7D	2002	81.495	Hong Kong, China	Asia
56	#00BF7D	2007	82.208	Hong Kong, China	Asia
57	#00B0F6	1952	64.03	Hungary	Europe
57	#00B0F6	1957	66.41	Hungary	Europe
57	#00B0F6	1962	67.96	Hungary	Europe
57	#00B0F6	1967	69.5	Hungary	Europe
57	#00B0F6	1972	69.76	Hungary	Europe
57	#00B0F6	1977	69.95	Hungary	Europe
57	#00B0F6	1982	69.39	Hungary	Europe
57	#00B0F6	1987	69.58	Hungary	Europe
57	#00B0F6	1992	69.17	Hungary	Europe
57	#00B0F6	1997	71.04	Hungary	Europe
57	#00B0F6	2002	72.59	Hungary	Europe
57	#00B0F6	2007	73.338	Hungary	Europe
58	#00B0F6	1952	72.49	Iceland	Europe
58	#00B0F6	1957	73.47	Iceland	Europe
58	#00B0F6	1962	73.68	Iceland	Europe
58	#00B0F6	1967	73.73	Iceland	Europe
58	#00B0F6	1972	74.46	Iceland	Europe
58	#00B0F6	1977	76.11	Iceland	Europe
58	#00B0F6	1982	76.99	Iceland	Europe
58	#00B0F6	1987	77.23	Iceland	Europe
58	#00B0F6	1992	78.77	Iceland	Europe
58	#00B0F6	1997	78.95	Iceland	Europe
58	#00B0F6	2002	80.5	Iceland	Europe
58	#00B0F6	2007	81.757	Iceland	Europe
59	#00BF7D	1952	37.373	India	Asia
59	#00BF7D	1957	40.249	India	Asia
59	#00BF7D	1962	43.605	India	Asia
59	#00BF7D	1967	47.193	India	Asia
59	#00BF7D	1972	50.651	India	Asia
59	#00BF7D	1977	54.208	India	Asia
59	#00BF7D	1982	56.596	India	Asia
59	#00BF7D	1987	58.553	India	Asia
59	#00BF7D	1992	60.223	India	Asia
59	#00BF7D	1997	61.765	India	Asia
59	#00BF7D	2002	62.879	India	Asia
59	#00BF7D	2007	64.698	India	Asia
60	#00BF7D	1952	37.468	Indonesia	Asia
60	#00BF7D	1957	39.918	Indonesia	Asia
60	#00BF7D	1962	42.518	Indonesia	Asia
60	#00BF7D	1967	45.964	Indonesia	Asia
60	#00BF7D	1972	49.203	Indonesia	Asia
60	#00BF7D	1977	52.702	Indonesia	Asia
60	#00BF7D	1982	56.159	Indonesia	Asia
60	#00BF7D	1987	60.137	Indonesia	Asia
60	#00BF7D	1992	62.681	Indonesia	Asia
60	#00BF7D	1997	66.041	Indonesia	Asia
60	#00BF7D	2002	68.588	Indonesia	Asia
60	#00BF7D	2007	70.65	Indonesia	Asia
61	#00BF7D	1952	44.869	Iran	Asia
61	#00BF7D	1957	47.181	Iran	Asia
61	#00BF7D	1962	49.325	Iran	Asia
61	#00BF7D	1967	52.469	Iran	Asia
61	#00BF7D	1972	55.234	Iran	Asia
61	#00BF7D	1977	57.702	Iran	Asia
61	#00BF7D	1982	59.62	Iran	Asia
61	#00BF7D	1987	63.04	Iran	Asia
61	#00BF7D	1992	65.742	Iran	Asia
61	#00BF7D	1997	68.042	Iran	Asia
61	#00BF7D	2002	69.451	Iran	Asia
61	#00BF7D	2007	70.964	Iran	Asia
62	#00BF7D	1952	45.32	Iraq	Asia
62	#00BF7D	1957	48.437	Iraq	Asia
62	#00BF7D	1962	51.457	Iraq	Asia
62	#00BF7D	1967	54.459	Iraq	Asia
62	#00BF7D	1972	56.95	Iraq	Asia
62	#00BF7D	1977	60.413	Iraq	Asia
62	#00BF7D	1982	62.038	Iraq	Asia
62	#00BF7D	1987	65.044	Iraq	Asia
62	#00BF7D	1992	59.461	Iraq	Asia
62	#00BF7D	1997	58.811	Iraq	Asia
62	#00BF7D	2002	57.046	Iraq	Asia
62	#00BF7D	2007	59.545	Iraq	Asia
63	#00B0F6	1952	66.91	Ireland	Europe
63	#00B0F6	1957	68.9	Ireland	Europe
63	#00B0F6	1962	70.29	Ireland	Europe
63	#00B0F6	1967	71.08	Ireland	Europe
63	#00B0F6	1972	71.28	Ireland	Europe
63	#00B0F6	1977	72.03	Ireland	Europe
63	#00B0F6	1982	73.1	Ireland	Europe
63	#00B0F6	1987	74.36	Ireland	Europe
63	#00B0F6	1992	75.467	Ireland	Europe
63	#00B0F6	1997	76.122	Ireland	Europe
63	#00B0F6	2002	77.783	Ireland	Europe
63	#00B0F6	2007	78.885	Ireland	Europe
64	#00BF7D	1952	65.39	Israel	Asia
64	#00BF7D	1957	67.84	Israel	Asia
64	#00BF7D	1962	69.39	Israel	Asia
64	#00BF7D	1967	70.75	Israel	Asia
64	#00BF7D	1972	71.63	Israel	Asia
64	#00BF7D	1977	73.06	Israel	Asia
64	#00BF7D	1982	74.45	Israel	Asia
64	#00BF7D	1987	75.6	Israel	Asia
64	#00BF7D	1992	76.93	Israel	Asia
64	#00BF7D	1997	78.269	Israel	Asia
64	#00BF7D	2002	79.696	Israel	Asia
64	#00BF7D	2007	80.745	Israel	Asia
65	#00B0F6	1952	65.94	Italy	Europe
65	#00B0F6	1957	67.81	Italy	Europe
65	#00B0F6	1962	69.24	Italy	Europe
65	#00B0F6	1967	71.06	Italy	Europe
65	#00B0F6	1972	72.19	Italy	Europe
65	#00B0F6	1977	73.48	Italy	Europe
65	#00B0F6	1982	74.98	Italy	Europe
65	#00B0F6	1987	76.42	Italy	Europe
65	#00B0F6	1992	77.44	Italy	Europe
65	#00B0F6	1997	78.82	Italy	Europe
65	#00B0F6	2002	80.24	Italy	Europe
65	#00B0F6	2007	80.546	Italy	Europe
66	#A3A500	1952	58.53	Jamaica	Americas
66	#A3A500	1957	62.61	Jamaica	Americas
66	#A3A500	1962	65.61	Jamaica	Americas
66	#A3A500	1967	67.51	Jamaica	Americas
66	#A3A500	1972	69	Jamaica	Americas
66	#A3A500	1977	70.11	Jamaica	Americas
66	#A3A500	1982	71.21	Jamaica	Americas
66	#A3A500	1987	71.77	Jamaica	Americas
66	#A3A500	1992	71.766	Jamaica	Americas
66	#A3A500	1997	72.262	Jamaica	Americas
66	#A3A500	2002	72.047	Jamaica	Americas
66	#A3A500	2007	72.567	Jamaica	Americas
67	#00BF7D	1952	63.03	Japan	Asia
67	#00BF7D	1957	65.5	Japan	Asia
67	#00BF7D	1962	68.73	Japan	Asia
67	#00BF7D	1967	71.43	Japan	Asia
67	#00BF7D	1972	73.42	Japan	Asia
67	#00BF7D	1977	75.38	Japan	Asia
67	#00BF7D	1982	77.11	Japan	Asia
67	#00BF7D	1987	78.67	Japan	Asia
67	#00BF7D	1992	79.36	Japan	Asia
67	#00BF7D	1997	80.69	Japan	Asia
67	#00BF7D	2002	82	Japan	Asia
67	#00BF7D	2007	82.603	Japan	Asia
68	#00BF7D	1952	43.158	Jordan	Asia
68	#00BF7D	1957	45.669	Jordan	Asia
68	#00BF7D	1962	48.126	Jordan	Asia
68	#00BF7D	1967	51.629	Jordan	Asia
68	#00BF7D	1972	56.528	Jordan	Asia
68	#00BF7D	1977	61.134	Jordan	Asia
68	#00BF7D	1982	63.739	Jordan	Asia
68	#00BF7D	1987	65.869	Jordan	Asia
68	#00BF7D	1992	68.015	Jordan	Asia
68	#00BF7D	1997	69.772	Jordan	Asia
68	#00BF7D	2002	71.263	Jordan	Asia
68	#00BF7D	2007	72.535	Jordan	Asia
69	#F8766D	1952	42.27	Kenya	Africa
69	#F8766D	1957	44.686	Kenya	Africa
69	#F8766D	1962	47.949	Kenya	Africa
69	#F8766D	1967	50.654	Kenya	Africa
69	#F8766D	1972	53.559	Kenya	Africa
69	#F8766D	1977	56.155	Kenya	Africa
69	#F8766D	1982	58.766	Kenya	Africa
69	#F8766D	1987	59.339	Kenya	Africa
69	#F8766D	1992	59.285	Kenya	Africa
69	#F8766D	1997	54.407	Kenya	Africa
69	#F8766D	2002	50.992	Kenya	Africa
69	#F8766D	2007	54.11	Kenya	Africa
70	#00BF7D	1952	50.056	Korea, Dem. Rep.	Asia
70	#00BF7D	1957	54.081	Korea, Dem. Rep.	Asia
70	#00BF7D	1962	56.656	Korea, Dem. Rep.	Asia
70	#00BF7D	1967	59.942	Korea, Dem. Rep.	Asia
70	#00BF7D	1972	63.983	Korea, Dem. Rep.	Asia
70	#00BF7D	1977	67.159	Korea, Dem. Rep.	Asia
70	#00BF7D	1982	69.1	Korea, Dem. Rep.	Asia
70	#00BF7D	1987	70.647	Korea, Dem. Rep.	Asia
70	#00BF7D	1992	69.978	Korea, Dem. Rep.	Asia
70	#00BF7D	1997	67.727	Korea, Dem. Rep.	Asia
70	#00BF7D	2002	66.662	Korea, Dem. Rep.	Asia
70	#00BF7D	2007	67.297	Korea, Dem. Rep.	Asia
71	#00BF7D	1952	47.453	Korea, Rep.	Asia
71	#00BF7D	1957	52.681	Korea, Rep.	Asia
71	#00BF7D	1962	55.292	Korea, Rep.	Asia
71	#00BF7D	1967	57.716	Korea, Rep.	Asia
71	#00BF7D	1972	62.612	Korea, Rep.	Asia
71	#00BF7D	1977	64.766	Korea, Rep.	Asia
71	#00BF7D	1982	67.123	Korea, Rep.	Asia
71	#00BF7D	1987	69.81	Korea, Rep.	Asia
71	#00BF7D	1992	72.244	Korea, Rep.	Asia
71	#00BF7D	1997	74.647	Korea, Rep.	Asia
71	#00BF7D	2002	77.045	Korea, Rep.	Asia
71	#00BF7D	2007	78.623	Korea, Rep.	Asia
72	#00BF7D	1952	55.565	Kuwait	Asia
72	#00BF7D	1957	58.033	Kuwait	Asia
72	#00BF7D	1962	60.47	Kuwait	Asia
72	#00BF7D	1967	64.624	Kuwait	Asia
72	#00BF7D	1972	67.712	Kuwait	Asia
72	#00BF7D	1977	69.343	Kuwait	Asia
72	#00BF7D	1982	71.309	Kuwait	Asia
72	#00BF7D	1987	74.174	Kuwait	Asia
72	#00BF7D	1992	75.19	Kuwait	Asia
72	#00BF7D	1997	76.156	Kuwait	Asia
72	#00BF7D	2002	76.904	Kuwait	Asia
72	#00BF7D	2007	77.588	Kuwait	Asia
73	#00BF7D	1952	55.928	Lebanon	Asia
73	#00BF7D	1957	59.489	Lebanon	Asia
73	#00BF7D	1962	62.094	Lebanon	Asia
73	#00BF7D	1967	63.87	Lebanon	Asia
73	#00BF7D	1972	65.421	Lebanon	Asia
73	#00BF7D	1977	66.099	Lebanon	Asia
73	#00BF7D	1982	66.983	Lebanon	Asia
73	#00BF7D	1987	67.926	Lebanon	Asia
73	#00BF7D	1992	69.292	Lebanon	Asia
73	#00BF7D	1997	70.265	Lebanon	Asia
73	#00BF7D	2002	71.028	Lebanon	Asia
73	#00BF7D	2007	71.993	Lebanon	Asia
74	#F8766D	1952	42.138	Lesotho	Africa
74	#F8766D	1957	45.047	Lesotho	Africa
74	#F8766D	1962	47.747	Lesotho	Africa
74	#F8766D	1967	48.492	Lesotho	Africa
74	#F8766D	1972	49.767	Lesotho	Africa
74	#F8766D	1977	52.208	Lesotho	Africa
74	#F8766D	1982	55.078	Lesotho	Africa
74	#F8766D	1987	57.18	Lesotho	Africa
74	#F8766D	1992	59.685	Lesotho	Africa
74	#F8766D	1997	55.558	Lesotho	Africa
74	#F8766D	2002	44.593	Lesotho	Africa
74	#F8766D	2007	42.592	Lesotho	Africa
75	#F8766D	1952	38.48	Liberia	Africa
75	#F8766D	1957	39.486	Liberia	Africa
75	#F8766D	1962	40.502	Liberia	Africa
75	#F8766D	1967	41.536	Liberia	Africa
75	#F8766D	1972	42.614	Liberia	Africa
75	#F8766D	1977	43.764	Liberia	Africa
75	#F8766D	1982	44.852	Liberia	Africa
75	#F8766D	1987	46.027	Liberia	Africa
75	#F8766D	1992	40.802	Liberia	Africa
75	#F8766D	1997	42.221	Liberia	Africa
75	#F8766D	2002	43.753	Liberia	Africa
75	#F8766D	2007	45.678	Liberia	Africa
76	#F8766D	1952	42.723	Libya	Africa
76	#F8766D	1957	45.289	Libya	Africa
76	#F8766D	1962	47.808	Libya	Africa
76	#F8766D	1967	50.227	Libya	Africa
76	#F8766D	1972	52.773	Libya	Africa
76	#F8766D	1977	57.442	Libya	Africa
76	#F8766D	1982	62.155	Libya	Africa
76	#F8766D	1987	66.234	Libya	Africa
76	#F8766D	1992	68.755	Libya	Africa
76	#F8766D	1997	71.555	Libya	Africa
76	#F8766D	2002	72.737	Libya	Africa
76	#F8766D	2007	73.952	Libya	Africa
77	#F8766D	1952	36.681	Madagascar	Africa
77	#F8766D	1957	38.865	Madagascar	Africa
77	#F8766D	1962	40.848	Madagascar	Africa
77	#F8766D	1967	42.881	Madagascar	Africa
77	#F8766D	1972	44.851	Madagascar	Africa
77	#F8766D	1977	46.881	Madagascar	Africa
77	#F8766D	1982	48.969	Madagascar	Africa
77	#F8766D	1987	49.35	Madagascar	Africa
77	#F8766D	1992	52.214	Madagascar	Africa
77	#F8766D	1997	54.978	Madagascar	Africa
77	#F8766D	2002	57.286	Madagascar	Africa
77	#F8766D	2007	59.443	Madagascar	Africa
78	#F8766D	1952	36.256	Malawi	Africa
78	#F8766D	1957	37.207	Malawi	Africa
78	#F8766D	1962	38.41	Malawi	Africa
78	#F8766D	1967	39.487	Malawi	Africa
78	#F8766D	1972	41.766	Malawi	Africa
78	#F8766D	1977	43.767	Malawi	Africa
78	#F8766D	1982	45.642	Malawi	Africa
78	#F8766D	1987	47.457	Malawi	Africa
78	#F8766D	1992	49.42	Malawi	Africa
78	#F8766D	1997	47.495	Malawi	Africa
78	#F8766D	2002	45.009	Malawi	Africa
78	#F8766D	2007	48.303	Malawi	Africa
79	#00BF7D	1952	48.463	Malaysia	Asia
79	#00BF7D	1957	52.102	Malaysia	Asia
79	#00BF7D	1962	55.737	Malaysia	Asia
79	#00BF7D	1967	59.371	Malaysia	Asia
79	#00BF7D	1972	63.01	Malaysia	Asia
79	#00BF7D	1977	65.256	Malaysia	Asia
79	#00BF7D	1982	68	Malaysia	Asia
79	#00BF7D	1987	69.5	Malaysia	Asia
79	#00BF7D	1992	70.693	Malaysia	Asia
79	#00BF7D	1997	71.938	Malaysia	Asia
79	#00BF7D	2002	73.044	Malaysia	Asia
79	#00BF7D	2007	74.241	Malaysia	Asia
80	#F8766D	1952	33.685	Mali	Africa
80	#F8766D	1957	35.307	Mali	Africa
80	#F8766D	1962	36.936	Mali	Africa
80	#F8766D	1967	38.487	Mali	Africa
80	#F8766D	1972	39.977	Mali	Africa
80	#F8766D	1977	41.714	Mali	Africa
80	#F8766D	1982	43.916	Mali	Africa
80	#F8766D	1987	46.364	Mali	Africa
80	#F8766D	1992	48.388	Mali	Africa
80	#F8766D	1997	49.903	Mali	Africa
80	#F8766D	2002	51.818	Mali	Africa
80	#F8766D	2007	54.467	Mali	Africa
81	#F8766D	1952	40.543	Mauritania	Africa
81	#F8766D	1957	42.338	Mauritania	Africa
81	#F8766D	1962	44.248	Mauritania	Africa
81	#F8766D	1967	46.289	Mauritania	Africa
81	#F8766D	1972	48.437	Mauritania	Africa
81	#F8766D	1977	50.852	Mauritania	Africa
81	#F8766D	1982	53.599	Mauritania	Africa
81	#F8766D	1987	56.145	Mauritania	Africa
81	#F8766D	1992	58.333	Mauritania	Africa
81	#F8766D	1997	60.43	Mauritania	Africa
81	#F8766D	2002	62.247	Mauritania	Africa
81	#F8766D	2007	64.164	Mauritania	Africa
82	#F8766D	1952	50.986	Mauritius	Africa
82	#F8766D	1957	58.089	Mauritius	Africa
82	#F8766D	1962	60.246	Mauritius	Africa
82	#F8766D	1967	61.557	Mauritius	Africa
82	#F8766D	1972	62.944	Mauritius	Africa
82	#F8766D	1977	64.93	Mauritius	Africa
82	#F8766D	1982	66.711	Mauritius	Africa
82	#F8766D	1987	68.74	Mauritius	Africa
82	#F8766D	1992	69.745	Mauritius	Africa
82	#F8766D	1997	70.736	Mauritius	Africa
82	#F8766D	2002	71.954	Mauritius	Africa
82	#F8766D	2007	72.801	Mauritius	Africa
83	#A3A500	1952	50.789	Mexico	Americas
83	#A3A500	1957	55.19	Mexico	Americas
83	#A3A500	1962	58.299	Mexico	Americas
83	#A3A500	1967	60.11	Mexico	Americas
83	#A3A500	1972	62.361	Mexico	Americas
83	#A3A500	1977	65.032	Mexico	Americas
83	#A3A500	1982	67.405	Mexico	Americas
83	#A3A500	1987	69.498	Mexico	Americas
83	#A3A500	1992	71.455	Mexico	Americas
83	#A3A500	1997	73.67	Mexico	Americas
83	#A3A500	2002	74.902	Mexico	Americas
83	#A3A500	2007	76.195	Mexico	Americas
84	#00BF7D	1952	42.244	Mongolia	Asia
84	#00BF7D	1957	45.248	Mongolia	Asia
84	#00BF7D	1962	48.251	Mongolia	Asia
84	#00BF7D	1967	51.253	Mongolia	Asia
84	#00BF7D	1972	53.754	Mongolia	Asia
84	#00BF7D	1977	55.491	Mongolia	Asia
84	#00BF7D	1982	57.489	Mongolia	Asia
84	#00BF7D	1987	60.222	Mongolia	Asia
84	#00BF7D	1992	61.271	Mongolia	Asia
84	#00BF7D	1997	63.625	Mongolia	Asia
84	#00BF7D	2002	65.033	Mongolia	Asia
84	#00BF7D	2007	66.803	Mongolia	Asia
85	#00B0F6	1952	59.164	Montenegro	Europe
85	#00B0F6	1957	61.448	Montenegro	Europe
85	#00B0F6	1962	63.728	Montenegro	Europe
85	#00B0F6	1967	67.178	Montenegro	Europe
85	#00B0F6	1972	70.636	Montenegro	Europe
85	#00B0F6	1977	73.066	Montenegro	Europe
85	#00B0F6	1982	74.101	Montenegro	Europe
85	#00B0F6	1987	74.865	Montenegro	Europe
85	#00B0F6	1992	75.435	Montenegro	Europe
85	#00B0F6	1997	75.445	Montenegro	Europe
85	#00B0F6	2002	73.981	Montenegro	Europe
85	#00B0F6	2007	74.543	Montenegro	Europe
86	#F8766D	1952	42.873	Morocco	Africa
86	#F8766D	1957	45.423	Morocco	Africa
86	#F8766D	1962	47.924	Morocco	Africa
86	#F8766D	1967	50.335	Morocco	Africa
86	#F8766D	1972	52.862	Morocco	Africa
86	#F8766D	1977	55.73	Morocco	Africa
86	#F8766D	1982	59.65	Morocco	Africa
86	#F8766D	1987	62.677	Morocco	Africa
86	#F8766D	1992	65.393	Morocco	Africa
86	#F8766D	1997	67.66	Morocco	Africa
86	#F8766D	2002	69.615	Morocco	Africa
86	#F8766D	2007	71.164	Morocco	Africa
87	#F8766D	1952	31.286	Mozambique	Africa
87	#F8766D	1957	33.779	Mozambique	Africa
87	#F8766D	1962	36.161	Mozambique	Africa
87	#F8766D	1967	38.113	Mozambique	Africa
87	#F8766D	1972	40.328	Mozambique	Africa
87	#F8766D	1977	42.495	Mozambique	Africa
87	#F8766D	1982	42.795	Mozambique	Africa
87	#F8766D	1987	42.861	Mozambique	Africa
87	#F8766D	1992	44.284	Mozambique	Africa
87	#F8766D	1997	46.344	Mozambique	Africa
87	#F8766D	2002	44.026	Mozambique	Africa
87	#F8766D	2007	42.082	Mozambique	Africa
88	#00BF7D	1952	36.319	Myanmar	Asia
88	#00BF7D	1957	41.905	Myanmar	Asia
88	#00BF7D	1962	45.108	Myanmar	Asia
88	#00BF7D	1967	49.379	Myanmar	Asia
88	#00BF7D	1972	53.07	Myanmar	Asia
88	#00BF7D	1977	56.059	Myanmar	Asia
88	#00BF7D	1982	58.056	Myanmar	Asia
88	#00BF7D	1987	58.339	Myanmar	Asia
88	#00BF7D	1992	59.32	Myanmar	Asia
88	#00BF7D	1997	60.328	Myanmar	Asia
88	#00BF7D	2002	59.908	Myanmar	Asia
88	#00BF7D	2007	62.069	Myanmar	Asia
89	#F8766D	1952	41.725	Namibia	Africa
89	#F8766D	1957	45.226	Namibia	Africa
89	#F8766D	1962	48.386	Namibia	Africa
89	#F8766D	1967	51.159	Namibia	Africa
89	#F8766D	1972	53.867	Namibia	Africa
89	#F8766D	1977	56.437	Namibia	Africa
89	#F8766D	1982	58.968	Namibia	Africa
89	#F8766D	1987	60.835	Namibia	Africa
89	#F8766D	1992	61.999	Namibia	Africa
89	#F8766D	1997	58.909	Namibia	Africa
89	#F8766D	2002	51.479	Namibia	Africa
89	#F8766D	2007	52.906	Namibia	Africa
90	#00BF7D	1952	36.157	Nepal	Asia
90	#00BF7D	1957	37.686	Nepal	Asia
90	#00BF7D	1962	39.393	Nepal	Asia
90	#00BF7D	1967	41.472	Nepal	Asia
90	#00BF7D	1972	43.971	Nepal	Asia
90	#00BF7D	1977	46.748	Nepal	Asia
90	#00BF7D	1982	49.594	Nepal	Asia
90	#00BF7D	1987	52.537	Nepal	Asia
90	#00BF7D	1992	55.727	Nepal	Asia
90	#00BF7D	1997	59.426	Nepal	Asia
90	#00BF7D	2002	61.34	Nepal	Asia
90	#00BF7D	2007	63.785	Nepal	Asia
91	#00B0F6	1952	72.13	Netherlands	Europe
91	#00B0F6	1957	72.99	Netherlands	Europe
91	#00B0F6	1962	73.23	Netherlands	Europe
91	#00B0F6	1967	73.82	Netherlands	Europe
91	#00B0F6	1972	73.75	Netherlands	Europe
91	#00B0F6	1977	75.24	Netherlands	Europe
91	#00B0F6	1982	76.05	Netherlands	Europe
91	#00B0F6	1987	76.83	Netherlands	Europe
91	#00B0F6	1992	77.42	Netherlands	Europe
91	#00B0F6	1997	78.03	Netherlands	Europe
91	#00B0F6	2002	78.53	Netherlands	Europe
91	#00B0F6	2007	79.762	Netherlands	Europe
92	#E76BF3	1952	69.39	New Zealand	Oceania
92	#E76BF3	1957	70.26	New Zealand	Oceania
92	#E76BF3	1962	71.24	New Zealand	Oceania
92	#E76BF3	1967	71.52	New Zealand	Oceania
92	#E76BF3	1972	71.89	New Zealand	Oceania
92	#E76BF3	1977	72.22	New Zealand	Oceania
92	#E76BF3	1982	73.84	New Zealand	Oceania
92	#E76BF3	1987	74.32	New Zealand	Oceania
92	#E76BF3	1992	76.33	New Zealand	Oceania
92	#E76BF3	1997	77.55	New Zealand	Oceania
92	#E76BF3	2002	79.11	New Zealand	Oceania
92	#E76BF3	2007	80.204	New Zealand	Oceania
93	#A3A500	1952	42.314	Nicaragua	Americas
93	#A3A500	1957	45.432	Nicaragua	Americas
93	#A3A500	1962	48.632	Nicaragua	Americas
