colour	x	y	key	showSelected1	showSelected2	fill
#F8766D	1977	46.519	1977	Djibouti	Africa	#F8766D
#F8766D	1982	48.812	1982	Djibouti	Africa	#F8766D
#F8766D	1987	50.04	1987	Djibouti	Africa	#F8766D
#F8766D	1992	51.604	1992	Djibouti	Africa	#F8766D
#F8766D	1997	53.157	1997	Djibouti	Africa	#F8766D
#F8766D	2002	53.373	2002	Djibouti	Africa	#F8766D
#F8766D	2007	54.791	2007	Djibouti	Africa	#F8766D
#A3A500	1952	45.928	1952	Dominican Republic	Americas	#A3A500
#A3A500	1957	49.828	1957	Dominican Republic	Americas	#A3A500
#A3A500	1962	53.459	1962	Dominican Republic	Americas	#A3A500
#A3A500	1967	56.751	1967	Dominican Republic	Americas	#A3A500
#A3A500	1972	59.631	1972	Dominican Republic	Americas	#A3A500
#A3A500	1977	61.788	1977	Dominican Republic	Americas	#A3A500
#A3A500	1982	63.727	1982	Dominican Republic	Americas	#A3A500
#A3A500	1987	66.046	1987	Dominican Republic	Americas	#A3A500
#A3A500	1992	68.457	1992	Dominican Republic	Americas	#A3A500
#A3A500	1997	69.957	1997	Dominican Republic	Americas	#A3A500
#A3A500	2002	70.847	2002	Dominican Republic	Americas	#A3A500
#A3A500	2007	72.235	2007	Dominican Republic	Americas	#A3A500
#A3A500	1952	48.357	1952	Ecuador	Americas	#A3A500
#A3A500	1957	51.356	1957	Ecuador	Americas	#A3A500
#A3A500	1962	54.64	1962	Ecuador	Americas	#A3A500
#A3A500	1967	56.678	1967	Ecuador	Americas	#A3A500
#A3A500	1972	58.796	1972	Ecuador	Americas	#A3A500
#A3A500	1977	61.31	1977	Ecuador	Americas	#A3A500
#A3A500	1982	64.342	1982	Ecuador	Americas	#A3A500
#A3A500	1987	67.231	1987	Ecuador	Americas	#A3A500
#A3A500	1992	69.613	1992	Ecuador	Americas	#A3A500
#A3A500	1997	72.312	1997	Ecuador	Americas	#A3A500
#A3A500	2002	74.173	2002	Ecuador	Americas	#A3A500
#A3A500	2007	74.994	2007	Ecuador	Americas	#A3A500
#F8766D	1952	41.893	1952	Egypt	Africa	#F8766D
#F8766D	1957	44.444	1957	Egypt	Africa	#F8766D
#F8766D	1962	46.992	1962	Egypt	Africa	#F8766D
#F8766D	1967	49.293	1967	Egypt	Africa	#F8766D
#F8766D	1972	51.137	1972	Egypt	Africa	#F8766D
#F8766D	1977	53.319	1977	Egypt	Africa	#F8766D
#F8766D	1982	56.006	1982	Egypt	Africa	#F8766D
#F8766D	1987	59.797	1987	Egypt	Africa	#F8766D
#F8766D	1992	63.674	1992	Egypt	Africa	#F8766D
#F8766D	1997	67.217	1997	Egypt	Africa	#F8766D
#F8766D	2002	69.806	2002	Egypt	Africa	#F8766D
#F8766D	2007	71.338	2007	Egypt	Africa	#F8766D
#A3A500	1952	45.262	1952	El Salvador	Americas	#A3A500
#A3A500	1957	48.57	1957	El Salvador	Americas	#A3A500
#A3A500	1962	52.307	1962	El Salvador	Americas	#A3A500
#A3A500	1967	55.855	1967	El Salvador	Americas	#A3A500
#A3A500	1972	58.207	1972	El Salvador	Americas	#A3A500
#A3A500	1977	56.696	1977	El Salvador	Americas	#A3A500
#A3A500	1982	56.604	1982	El Salvador	Americas	#A3A500
#A3A500	1987	63.154	1987	El Salvador	Americas	#A3A500
#A3A500	1992	66.798	1992	El Salvador	Americas	#A3A500
#A3A500	1997	69.535	1997	El Salvador	Americas	#A3A500
#A3A500	2002	70.734	2002	El Salvador	Americas	#A3A500
#A3A500	2007	71.878	2007	El Salvador	Americas	#A3A500
#F8766D	1952	34.482	1952	Equatorial Guinea	Africa	#F8766D
#F8766D	1957	35.983	1957	Equatorial Guinea	Africa	#F8766D
#F8766D	1962	37.485	1962	Equatorial Guinea	Africa	#F8766D
#F8766D	1967	38.987	1967	Equatorial Guinea	Africa	#F8766D
#F8766D	1972	40.516	1972	Equatorial Guinea	Africa	#F8766D
#F8766D	1977	42.024	1977	Equatorial Guinea	Africa	#F8766D
#F8766D	1982	43.662	1982	Equatorial Guinea	Africa	#F8766D
#F8766D	1987	45.664	1987	Equatorial Guinea	Africa	#F8766D
#F8766D	1992	47.545	1992	Equatorial Guinea	Africa	#F8766D
#F8766D	1997	48.245	1997	Equatorial Guinea	Africa	#F8766D
#F8766D	2002	49.348	2002	Equatorial Guinea	Africa	#F8766D
#F8766D	2007	51.579	2007	Equatorial Guinea	Africa	#F8766D
#F8766D	1952	35.928	1952	Eritrea	Africa	#F8766D
#F8766D	1957	38.047	1957	Eritrea	Africa	#F8766D
#F8766D	1962	40.158	1962	Eritrea	Africa	#F8766D
#F8766D	1967	42.189	1967	Eritrea	Africa	#F8766D
#F8766D	1972	44.142	1972	Eritrea	Africa	#F8766D
#F8766D	1977	44.535	1977	Eritrea	Africa	#F8766D
#F8766D	1982	43.89	1982	Eritrea	Africa	#F8766D
#F8766D	1987	46.453	1987	Eritrea	Africa	#F8766D
#F8766D	1992	49.991	1992	Eritrea	Africa	#F8766D
#F8766D	1997	53.378	1997	Eritrea	Africa	#F8766D
#F8766D	2002	55.24	2002	Eritrea	Africa	#F8766D
#F8766D	2007	58.04	2007	Eritrea	Africa	#F8766D
#F8766D	1952	34.078	1952	Ethiopia	Africa	#F8766D
#F8766D	1957	36.667	1957	Ethiopia	Africa	#F8766D
#F8766D	1962	40.059	1962	Ethiopia	Africa	#F8766D
#F8766D	1967	42.115	1967	Ethiopia	Africa	#F8766D
#F8766D	1972	43.515	1972	Ethiopia	Africa	#F8766D
#F8766D	1977	44.51	1977	Ethiopia	Africa	#F8766D
#F8766D	1982	44.916	1982	Ethiopia	Africa	#F8766D
#F8766D	1987	46.684	1987	Ethiopia	Africa	#F8766D
#F8766D	1992	48.091	1992	Ethiopia	Africa	#F8766D
#F8766D	1997	49.402	1997	Ethiopia	Africa	#F8766D
#F8766D	2002	50.725	2002	Ethiopia	Africa	#F8766D
#F8766D	2007	52.947	2007	Ethiopia	Africa	#F8766D
#00B0F6	1952	66.55	1952	Finland	Europe	#00B0F6
#00B0F6	1957	67.49	1957	Finland	Europe	#00B0F6
#00B0F6	1962	68.75	1962	Finland	Europe	#00B0F6
#00B0F6	1967	69.83	1967	Finland	Europe	#00B0F6
#00B0F6	1972	70.87	1972	Finland	Europe	#00B0F6
#00B0F6	1977	72.52	1977	Finland	Europe	#00B0F6
#00B0F6	1982	74.55	1982	Finland	Europe	#00B0F6
#00B0F6	1987	74.83	1987	Finland	Europe	#00B0F6
#00B0F6	1992	75.7	1992	Finland	Europe	#00B0F6
#00B0F6	1997	77.13	1997	Finland	Europe	#00B0F6
#00B0F6	2002	78.37	2002	Finland	Europe	#00B0F6
#00B0F6	2007	79.313	2007	Finland	Europe	#00B0F6
#00B0F6	1952	67.41	1952	France	Europe	#00B0F6
#00B0F6	1957	68.93	1957	France	Europe	#00B0F6
#00B0F6	1962	70.51	1962	France	Europe	#00B0F6
#00B0F6	1967	71.55	1967	France	Europe	#00B0F6
#00B0F6	1972	72.38	1972	France	Europe	#00B0F6
#00B0F6	1977	73.83	1977	France	Europe	#00B0F6
#00B0F6	1982	74.89	1982	France	Europe	#00B0F6
#00B0F6	1987	76.34	1987	France	Europe	#00B0F6
#00B0F6	1992	77.46	1992	France	Europe	#00B0F6
#00B0F6	1997	78.64	1997	France	Europe	#00B0F6
#00B0F6	2002	79.59	2002	France	Europe	#00B0F6
#00B0F6	2007	80.657	2007	France	Europe	#00B0F6
#F8766D	1952	37.003	1952	Gabon	Africa	#F8766D
#F8766D	1957	38.999	1957	Gabon	Africa	#F8766D
#F8766D	1962	40.489	1962	Gabon	Africa	#F8766D
#F8766D	1967	44.598	1967	Gabon	Africa	#F8766D
#F8766D	1972	48.69	1972	Gabon	Africa	#F8766D
#F8766D	1977	52.79	1977	Gabon	Africa	#F8766D
#F8766D	1982	56.564	1982	Gabon	Africa	#F8766D
#F8766D	1987	60.19	1987	Gabon	Africa	#F8766D
#F8766D	1992	61.366	1992	Gabon	Africa	#F8766D
#F8766D	1997	60.461	1997	Gabon	Africa	#F8766D
#F8766D	2002	56.761	2002	Gabon	Africa	#F8766D
#F8766D	2007	56.735	2007	Gabon	Africa	#F8766D
#F8766D	1952	30	1952	Gambia	Africa	#F8766D
#F8766D	1957	32.065	1957	Gambia	Africa	#F8766D
#F8766D	1962	33.896	1962	Gambia	Africa	#F8766D
#F8766D	1967	35.857	1967	Gambia	Africa	#F8766D
#F8766D	1972	38.308	1972	Gambia	Africa	#F8766D
#F8766D	1977	41.842	1977	Gambia	Africa	#F8766D
#F8766D	1982	45.58	1982	Gambia	Africa	#F8766D
#F8766D	1987	49.265	1987	Gambia	Africa	#F8766D
#F8766D	1992	52.644	1992	Gambia	Africa	#F8766D
#F8766D	1997	55.861	1997	Gambia	Africa	#F8766D
#F8766D	2002	58.041	2002	Gambia	Africa	#F8766D
#F8766D	2007	59.448	2007	Gambia	Africa	#F8766D
#00B0F6	1952	67.5	1952	Germany	Europe	#00B0F6
#00B0F6	1957	69.1	1957	Germany	Europe	#00B0F6
#00B0F6	1962	70.3	1962	Germany	Europe	#00B0F6
#00B0F6	1967	70.8	1967	Germany	Europe	#00B0F6
#00B0F6	1972	71	1972	Germany	Europe	#00B0F6
#00B0F6	1977	72.5	1977	Germany	Europe	#00B0F6
#00B0F6	1982	73.8	1982	Germany	Europe	#00B0F6
#00B0F6	1987	74.847	1987	Germany	Europe	#00B0F6
#00B0F6	1992	76.07	1992	Germany	Europe	#00B0F6
#00B0F6	1997	77.34	1997	Germany	Europe	#00B0F6
#00B0F6	2002	78.67	2002	Germany	Europe	#00B0F6
#00B0F6	2007	79.406	2007	Germany	Europe	#00B0F6
#F8766D	1952	43.149	1952	Ghana	Africa	#F8766D
#F8766D	1957	44.779	1957	Ghana	Africa	#F8766D
#F8766D	1962	46.452	1962	Ghana	Africa	#F8766D
#F8766D	1967	48.072	1967	Ghana	Africa	#F8766D
#F8766D	1972	49.875	1972	Ghana	Africa	#F8766D
#F8766D	1977	51.756	1977	Ghana	Africa	#F8766D
#F8766D	1982	53.744	1982	Ghana	Africa	#F8766D
#F8766D	1987	55.729	1987	Ghana	Africa	#F8766D
#F8766D	1992	57.501	1992	Ghana	Africa	#F8766D
#F8766D	1997	58.556	1997	Ghana	Africa	#F8766D
#F8766D	2002	58.453	2002	Ghana	Africa	#F8766D
#F8766D	2007	60.022	2007	Ghana	Africa	#F8766D
#00B0F6	1952	65.86	1952	Greece	Europe	#00B0F6
#00B0F6	1957	67.86	1957	Greece	Europe	#00B0F6
#00B0F6	1962	69.51	1962	Greece	Europe	#00B0F6
#00B0F6	1967	71	1967	Greece	Europe	#00B0F6
#00B0F6	1972	72.34	1972	Greece	Europe	#00B0F6
#00B0F6	1977	73.68	1977	Greece	Europe	#00B0F6
#00B0F6	1982	75.24	1982	Greece	Europe	#00B0F6
#00B0F6	1987	76.67	1987	Greece	Europe	#00B0F6
#00B0F6	1992	77.03	1992	Greece	Europe	#00B0F6
#00B0F6	1997	77.869	1997	Greece	Europe	#00B0F6
#00B0F6	2002	78.256	2002	Greece	Europe	#00B0F6
#00B0F6	2007	79.483	2007	Greece	Europe	#00B0F6
#A3A500	1952	42.023	1952	Guatemala	Americas	#A3A500
#A3A500	1957	44.142	1957	Guatemala	Americas	#A3A500
#A3A500	1962	46.954	1962	Guatemala	Americas	#A3A500
#A3A500	1967	50.016	1967	Guatemala	Americas	#A3A500
#A3A500	1972	53.738	1972	Guatemala	Americas	#A3A500
#A3A500	1977	56.029	1977	Guatemala	Americas	#A3A500
#A3A500	1982	58.137	1982	Guatemala	Americas	#A3A500
#A3A500	1987	60.782	1987	Guatemala	Americas	#A3A500
#A3A500	1992	63.373	1992	Guatemala	Americas	#A3A500
#A3A500	1997	66.322	1997	Guatemala	Americas	#A3A500
#A3A500	2002	68.978	2002	Guatemala	Americas	#A3A500
#A3A500	2007	70.259	2007	Guatemala	Americas	#A3A500
#F8766D	1952	33.609	1952	Guinea	Africa	#F8766D
#F8766D	1957	34.558	1957	Guinea	Africa	#F8766D
#F8766D	1962	35.753	1962	Guinea	Africa	#F8766D
#F8766D	1967	37.197	1967	Guinea	Africa	#F8766D
#F8766D	1972	38.842	1972	Guinea	Africa	#F8766D
#F8766D	1977	40.762	1977	Guinea	Africa	#F8766D
#F8766D	1982	42.891	1982	Guinea	Africa	#F8766D
#F8766D	1987	45.552	1987	Guinea	Africa	#F8766D
#F8766D	1992	48.576	1992	Guinea	Africa	#F8766D
#F8766D	1997	51.455	1997	Guinea	Africa	#F8766D
#F8766D	2002	53.676	2002	Guinea	Africa	#F8766D
#F8766D	2007	56.007	2007	Guinea	Africa	#F8766D
#F8766D	1952	32.5	1952	Guinea-Bissau	Africa	#F8766D
#F8766D	1957	33.489	1957	Guinea-Bissau	Africa	#F8766D
#F8766D	1962	34.488	1962	Guinea-Bissau	Africa	#F8766D
#F8766D	1967	35.492	1967	Guinea-Bissau	Africa	#F8766D
#F8766D	1972	36.486	1972	Guinea-Bissau	Africa	#F8766D
#F8766D	1977	37.465	1977	Guinea-Bissau	Africa	#F8766D
#F8766D	1982	39.327	1982	Guinea-Bissau	Africa	#F8766D
#F8766D	1987	41.245	1987	Guinea-Bissau	Africa	#F8766D
#F8766D	1992	43.266	1992	Guinea-Bissau	Africa	#F8766D
#F8766D	1997	44.873	1997	Guinea-Bissau	Africa	#F8766D
#F8766D	2002	45.504	2002	Guinea-Bissau	Africa	#F8766D
#F8766D	2007	46.388	2007	Guinea-Bissau	Africa	#F8766D
#A3A500	1952	37.579	1952	Haiti	Americas	#A3A500
#A3A500	1957	40.696	1957	Haiti	Americas	#A3A500
#A3A500	1962	43.59	1962	Haiti	Americas	#A3A500
#A3A500	1967	46.243	1967	Haiti	Americas	#A3A500
#A3A500	1972	48.042	1972	Haiti	Americas	#A3A500
#A3A500	1977	49.923	1977	Haiti	Americas	#A3A500
#A3A500	1982	51.461	1982	Haiti	Americas	#A3A500
#A3A500	1987	53.636	1987	Haiti	Americas	#A3A500
#A3A500	1992	55.089	1992	Haiti	Americas	#A3A500
#A3A500	1997	56.671	1997	Haiti	Americas	#A3A500
#A3A500	2002	58.137	2002	Haiti	Americas	#A3A500
#A3A500	2007	60.916	2007	Haiti	Americas	#A3A500
#A3A500	1952	41.912	1952	Honduras	Americas	#A3A500
#A3A500	1957	44.665	1957	Honduras	Americas	#A3A500
#A3A500	1962	48.041	1962	Honduras	Americas	#A3A500
#A3A500	1967	50.924	1967	Honduras	Americas	#A3A500
#A3A500	1972	53.884	1972	Honduras	Americas	#A3A500
#A3A500	1977	57.402	1977	Honduras	Americas	#A3A500
#A3A500	1982	60.909	1982	Honduras	Americas	#A3A500
#A3A500	1987	64.492	1987	Honduras	Americas	#A3A500
#A3A500	1992	66.399	1992	Honduras	Americas	#A3A500
#A3A500	1997	67.659	1997	Honduras	Americas	#A3A500
#A3A500	2002	68.565	2002	Honduras	Americas	#A3A500
#A3A500	2007	70.198	2007	Honduras	Americas	#A3A500
#00BF7D	1952	60.96	1952	Hong Kong, China	Asia	#00BF7D
#00BF7D	1957	64.75	1957	Hong Kong, China	Asia	#00BF7D
#00BF7D	1962	67.65	1962	Hong Kong, China	Asia	#00BF7D
#00BF7D	1967	70	1967	Hong Kong, China	Asia	#00BF7D
#00BF7D	1972	72	1972	Hong Kong, China	Asia	#00BF7D
#00BF7D	1977	73.6	1977	Hong Kong, China	Asia	#00BF7D
#00BF7D	1982	75.45	1982	Hong Kong, China	Asia	#00BF7D
#00BF7D	1987	76.2	1987	Hong Kong, China	Asia	#00BF7D
#00BF7D	1992	77.601	1992	Hong Kong, China	Asia	#00BF7D
#00BF7D	1997	80	1997	Hong Kong, China	Asia	#00BF7D
#00BF7D	2002	81.495	2002	Hong Kong, China	Asia	#00BF7D
#00BF7D	2007	82.208	2007	Hong Kong, China	Asia	#00BF7D
#00B0F6	1952	64.03	1952	Hungary	Europe	#00B0F6
#00B0F6	1957	66.41	1957	Hungary	Europe	#00B0F6
#00B0F6	1962	67.96	1962	Hungary	Europe	#00B0F6
#00B0F6	1967	69.5	1967	Hungary	Europe	#00B0F6
#00B0F6	1972	69.76	1972	Hungary	Europe	#00B0F6
#00B0F6	1977	69.95	1977	Hungary	Europe	#00B0F6
#00B0F6	1982	69.39	1982	Hungary	Europe	#00B0F6
#00B0F6	1987	69.58	1987	Hungary	Europe	#00B0F6
#00B0F6	1992	69.17	1992	Hungary	Europe	#00B0F6
#00B0F6	1997	71.04	1997	Hungary	Europe	#00B0F6
#00B0F6	2002	72.59	2002	Hungary	Europe	#00B0F6
#00B0F6	2007	73.338	2007	Hungary	Europe	#00B0F6
#00B0F6	1952	72.49	1952	Iceland	Europe	#00B0F6
#00B0F6	1957	73.47	1957	Iceland	Europe	#00B0F6
#00B0F6	1962	73.68	1962	Iceland	Europe	#00B0F6
#00B0F6	1967	73.73	1967	Iceland	Europe	#00B0F6
#00B0F6	1972	74.46	1972	Iceland	Europe	#00B0F6
#00B0F6	1977	76.11	1977	Iceland	Europe	#00B0F6
#00B0F6	1982	76.99	1982	Iceland	Europe	#00B0F6
#00B0F6	1987	77.23	1987	Iceland	Europe	#00B0F6
#00B0F6	1992	78.77	1992	Iceland	Europe	#00B0F6
#00B0F6	1997	78.95	1997	Iceland	Europe	#00B0F6
#00B0F6	2002	80.5	2002	Iceland	Europe	#00B0F6
#00B0F6	2007	81.757	2007	Iceland	Europe	#00B0F6
#00BF7D	1952	37.373	1952	India	Asia	#00BF7D
#00BF7D	1957	40.249	1957	India	Asia	#00BF7D
#00BF7D	1962	43.605	1962	India	Asia	#00BF7D
#00BF7D	1967	47.193	1967	India	Asia	#00BF7D
#00BF7D	1972	50.651	1972	India	Asia	#00BF7D
#00BF7D	1977	54.208	1977	India	Asia	#00BF7D
#00BF7D	1982	56.596	1982	India	Asia	#00BF7D
#00BF7D	1987	58.553	1987	India	Asia	#00BF7D
#00BF7D	1992	60.223	1992	India	Asia	#00BF7D
#00BF7D	1997	61.765	1997	India	Asia	#00BF7D
#00BF7D	2002	62.879	2002	India	Asia	#00BF7D
#00BF7D	2007	64.698	2007	India	Asia	#00BF7D
#00BF7D	1952	37.468	1952	Indonesia	Asia	#00BF7D
#00BF7D	1957	39.918	1957	Indonesia	Asia	#00BF7D
#00BF7D	1962	42.518	1962	Indonesia	Asia	#00BF7D
#00BF7D	1967	45.964	1967	Indonesia	Asia	#00BF7D
#00BF7D	1972	49.203	1972	Indonesia	Asia	#00BF7D
#00BF7D	1977	52.702	1977	Indonesia	Asia	#00BF7D
#00BF7D	1982	56.159	1982	Indonesia	Asia	#00BF7D
#00BF7D	1987	60.137	1987	Indonesia	Asia	#00BF7D
#00BF7D	1992	62.681	1992	Indonesia	Asia	#00BF7D
#00BF7D	1997	66.041	1997	Indonesia	Asia	#00BF7D
#00BF7D	2002	68.588	2002	Indonesia	Asia	#00BF7D
#00BF7D	2007	70.65	2007	Indonesia	Asia	#00BF7D
#00BF7D	1952	44.869	1952	Iran	Asia	#00BF7D
#00BF7D	1957	47.181	1957	Iran	Asia	#00BF7D
#00BF7D	1962	49.325	1962	Iran	Asia	#00BF7D
#00BF7D	1967	52.469	1967	Iran	Asia	#00BF7D
#00BF7D	1972	55.234	1972	Iran	Asia	#00BF7D
#00BF7D	1977	57.702	1977	Iran	Asia	#00BF7D
#00BF7D	1982	59.62	1982	Iran	Asia	#00BF7D
#00BF7D	1987	63.04	1987	Iran	Asia	#00BF7D
#00BF7D	1992	65.742	1992	Iran	Asia	#00BF7D
#00BF7D	1997	68.042	1997	Iran	Asia	#00BF7D
#00BF7D	2002	69.451	2002	Iran	Asia	#00BF7D
#00BF7D	2007	70.964	2007	Iran	Asia	#00BF7D
#00BF7D	1952	45.32	1952	Iraq	Asia	#00BF7D
#00BF7D	1957	48.437	1957	Iraq	Asia	#00BF7D
#00BF7D	1962	51.457	1962	Iraq	Asia	#00BF7D
#00BF7D	1967	54.459	1967	Iraq	Asia	#00BF7D
#00BF7D	1972	56.95	1972	Iraq	Asia	#00BF7D
#00BF7D	1977	60.413	1977	Iraq	Asia	#00BF7D
#00BF7D	1982	62.038	1982	Iraq	Asia	#00BF7D
#00BF7D	1987	65.044	1987	Iraq	Asia	#00BF7D
#00BF7D	1992	59.461	1992	Iraq	Asia	#00BF7D
#00BF7D	1997	58.811	1997	Iraq	Asia	#00BF7D
#00BF7D	2002	57.046	2002	Iraq	Asia	#00BF7D
#00BF7D	2007	59.545	2007	Iraq	Asia	#00BF7D
#00B0F6	1952	66.91	1952	Ireland	Europe	#00B0F6
#00B0F6	1957	68.9	1957	Ireland	Europe	#00B0F6
#00B0F6	1962	70.29	1962	Ireland	Europe	#00B0F6
#00B0F6	1967	71.08	1967	Ireland	Europe	#00B0F6
#00B0F6	1972	71.28	1972	Ireland	Europe	#00B0F6
#00B0F6	1977	72.03	1977	Ireland	Europe	#00B0F6
#00B0F6	1982	73.1	1982	Ireland	Europe	#00B0F6
#00B0F6	1987	74.36	1987	Ireland	Europe	#00B0F6
#00B0F6	1992	75.467	1992	Ireland	Europe	#00B0F6
#00B0F6	1997	76.122	1997	Ireland	Europe	#00B0F6
#00B0F6	2002	77.783	2002	Ireland	Europe	#00B0F6
#00B0F6	2007	78.885	2007	Ireland	Europe	#00B0F6
#00BF7D	1952	65.39	1952	Israel	Asia	#00BF7D
#00BF7D	1957	67.84	1957	Israel	Asia	#00BF7D
#00BF7D	1962	69.39	1962	Israel	Asia	#00BF7D
#00BF7D	1967	70.75	1967	Israel	Asia	#00BF7D
#00BF7D	1972	71.63	1972	Israel	Asia	#00BF7D
#00BF7D	1977	73.06	1977	Israel	Asia	#00BF7D
#00BF7D	1982	74.45	1982	Israel	Asia	#00BF7D
#00BF7D	1987	75.6	1987	Israel	Asia	#00BF7D
#00BF7D	1992	76.93	1992	Israel	Asia	#00BF7D
#00BF7D	1997	78.269	1997	Israel	Asia	#00BF7D
#00BF7D	2002	79.696	2002	Israel	Asia	#00BF7D
#00BF7D	2007	80.745	2007	Israel	Asia	#00BF7D
#00B0F6	1952	65.94	1952	Italy	Europe	#00B0F6
#00B0F6	1957	67.81	1957	Italy	Europe	#00B0F6
#00B0F6	1962	69.24	1962	Italy	Europe	#00B0F6
#00B0F6	1967	71.06	1967	Italy	Europe	#00B0F6
#00B0F6	1972	72.19	1972	Italy	Europe	#00B0F6
#00B0F6	1977	73.48	1977	Italy	Europe	#00B0F6
#00B0F6	1982	74.98	1982	Italy	Europe	#00B0F6
#00B0F6	1987	76.42	1987	Italy	Europe	#00B0F6
#00B0F6	1992	77.44	1992	Italy	Europe	#00B0F6
#00B0F6	1997	78.82	1997	Italy	Europe	#00B0F6
#00B0F6	2002	80.24	2002	Italy	Europe	#00B0F6
#00B0F6	2007	80.546	2007	Italy	Europe	#00B0F6
#A3A500	1952	58.53	1952	Jamaica	Americas	#A3A500
#A3A500	1957	62.61	1957	Jamaica	Americas	#A3A500
#A3A500	1962	65.61	1962	Jamaica	Americas	#A3A500
#A3A500	1967	67.51	1967	Jamaica	Americas	#A3A500
#A3A500	1972	69	1972	Jamaica	Americas	#A3A500
#A3A500	1977	70.11	1977	Jamaica	Americas	#A3A500
#A3A500	1982	71.21	1982	Jamaica	Americas	#A3A500
#A3A500	1987	71.77	1987	Jamaica	Americas	#A3A500
#A3A500	1992	71.766	1992	Jamaica	Americas	#A3A500
#A3A500	1997	72.262	1997	Jamaica	Americas	#A3A500
#A3A500	2002	72.047	2002	Jamaica	Americas	#A3A500
#A3A500	2007	72.567	2007	Jamaica	Americas	#A3A500
#00BF7D	1952	63.03	1952	Japan	Asia	#00BF7D
#00BF7D	1957	65.5	1957	Japan	Asia	#00BF7D
#00BF7D	1962	68.73	1962	Japan	Asia	#00BF7D
#00BF7D	1967	71.43	1967	Japan	Asia	#00BF7D
#00BF7D	1972	73.42	1972	Japan	Asia	#00BF7D
#00BF7D	1977	75.38	1977	Japan	Asia	#00BF7D
#00BF7D	1982	77.11	1982	Japan	Asia	#00BF7D
#00BF7D	1987	78.67	1987	Japan	Asia	#00BF7D
#00BF7D	1992	79.36	1992	Japan	Asia	#00BF7D
#00BF7D	1997	80.69	1997	Japan	Asia	#00BF7D
#00BF7D	2002	82	2002	Japan	Asia	#00BF7D
#00BF7D	2007	82.603	2007	Japan	Asia	#00BF7D
#00BF7D	1952	43.158	1952	Jordan	Asia	#00BF7D
#00BF7D	1957	45.669	1957	Jordan	Asia	#00BF7D
#00BF7D	1962	48.126	1962	Jordan	Asia	#00BF7D
#00BF7D	1967	51.629	1967	Jordan	Asia	#00BF7D
#00BF7D	1972	56.528	1972	Jordan	Asia	#00BF7D
#00BF7D	1977	61.134	1977	Jordan	Asia	#00BF7D
#00BF7D	1982	63.739	1982	Jordan	Asia	#00BF7D
#00BF7D	1987	65.869	1987	Jordan	Asia	#00BF7D
#00BF7D	1992	68.015	1992	Jordan	Asia	#00BF7D
#00BF7D	1997	69.772	1997	Jordan	Asia	#00BF7D
#00BF7D	2002	71.263	2002	Jordan	Asia	#00BF7D
#00BF7D	2007	72.535	2007	Jordan	Asia	#00BF7D
#F8766D	1952	42.27	1952	Kenya	Africa	#F8766D
#F8766D	1957	44.686	1957	Kenya	Africa	#F8766D
#F8766D	1962	47.949	1962	Kenya	Africa	#F8766D
#F8766D	1967	50.654	1967	Kenya	Africa	#F8766D
#F8766D	1972	53.559	1972	Kenya	Africa	#F8766D
#F8766D	1977	56.155	1977	Kenya	Africa	#F8766D
#F8766D	1982	58.766	1982	Kenya	Africa	#F8766D
#F8766D	1987	59.339	1987	Kenya	Africa	#F8766D
#F8766D	1992	59.285	1992	Kenya	Africa	#F8766D
#F8766D	1997	54.407	1997	Kenya	Africa	#F8766D
#F8766D	2002	50.992	2002	Kenya	Africa	#F8766D
#F8766D	2007	54.11	2007	Kenya	Africa	#F8766D
#00BF7D	1952	50.056	1952	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1957	54.081	1957	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1962	56.656	1962	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1967	59.942	1967	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1972	63.983	1972	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1977	67.159	1977	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1982	69.1	1982	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1987	70.647	1987	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1992	69.978	1992	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1997	67.727	1997	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	2002	66.662	2002	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	2007	67.297	2007	Korea, Dem. Rep.	Asia	#00BF7D
#00BF7D	1952	47.453	1952	Korea, Rep.	Asia	#00BF7D
#00BF7D	1957	52.681	1957	Korea, Rep.	Asia	#00BF7D
#00BF7D	1962	55.292	1962	Korea, Rep.	Asia	#00BF7D
#00BF7D	1967	57.716	1967	Korea, Rep.	Asia	#00BF7D
#00BF7D	1972	62.612	1972	Korea, Rep.	Asia	#00BF7D
#00BF7D	1977	64.766	1977	Korea, Rep.	Asia	#00BF7D
#00BF7D	1982	67.123	1982	Korea, Rep.	Asia	#00BF7D
#00BF7D	1987	69.81	1987	Korea, Rep.	Asia	#00BF7D
#00BF7D	1992	72.244	1992	Korea, Rep.	Asia	#00BF7D
#00BF7D	1997	74.647	1997	Korea, Rep.	Asia	#00BF7D
#00BF7D	2002	77.045	2002	Korea, Rep.	Asia	#00BF7D
#00BF7D	2007	78.623	2007	Korea, Rep.	Asia	#00BF7D
